catalog_id,sdss_name,plate,mjd,fiberID,ra_deg,dec_deg,redshift,redshift_err,mag_u,mag_g,mag_r,mag_i,mag_z,magErr_u,magErr_g,magErr_r,magErr_i,magErr_z,petroMag_r,petroR50_arcsec,petroR90_arcsec,extinction_r_mag,velocity_dispersion_kms,velDisp_err_kms,Halpha_flux_1e-17,Hbeta_flux_1e-17,OIII5007_flux_1e-17,NII6584_flux_1e-17,D4000,BPT_class,log_stellar_mass_Msun,sdss_explore_url,sdss_spectrum_fits_url,sdss_image_cutout_url
41,SDSS J155839.04+265836.9,1391,52817,87,239.662662,26.976918,0.066022,0.000014,17.5191,16.0872,15.3775,14.9683,14.6835,0.0161,0.0031,0.0027,0.0027,0.0049,15.3305,3.9958,9.7241,0.1406,127.1220,7.8832,335.0226,70.6836,19.6110,133.1057,1.5665,2,10.9266,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.66266193227943&dec=26.976917906290012,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=87,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.66266193227943&dec=26.976917906290012&scale=0.2&width=200&height=200
42,SDSS J155828.35+270744.3,1391,52817,88,239.618111,27.128974,0.091748,0.000056,20.3686,18.6035,17.6879,17.2556,16.8900,0.0876,0.0105,0.0073,0.0075,0.0167,17.7440,1.9255,5.9937,0.1248,131.0719,19.4318,2.6153,1.4008,-3.0808,1.0757,2.0995,-1,10.4148,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.6181112043913&dec=27.128973642473284,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=88,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.6181112043913&dec=27.128973642473284&scale=0.2&width=200&height=200
43,SDSS J155837.47+270502.5,1391,52817,89,239.656135,27.084030,0.092140,0.000033,20.1482,18.0892,17.0952,16.6073,16.1969,0.0613,0.0069,0.0049,0.0048,0.0089,17.1481,1.4083,4.4813,0.1306,226.4680,14.2985,6.5449,6.6218,-0.0404,13.5760,2.1198,-1,10.8077,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.6561354084228&dec=27.084030269459582,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=89,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.6561354084228&dec=27.084030269459582&scale=0.2&width=200&height=200
44,SDSS J155825.95+271051.0,1391,52817,90,239.608139,27.180835,0.091156,0.000036,20.4609,18.4091,17.4244,16.9458,16.5630,0.0773,0.0082,0.0057,0.0055,0.0110,17.5523,1.2710,3.3623,0.1213,162.1913,13.5669,0.1846,7.3616,10.2087,10.3069,2.1378,-1,10.6224,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.60813866736237&dec=27.18083498523629,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=90,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.60813866736237&dec=27.18083498523629&scale=0.2&width=200&height=200
45,SDSS J155826.32+271554.9,1391,52817,91,239.609664,27.265250,0.093193,0.000043,20.5195,18.6022,17.6187,17.2005,16.8410,0.0919,0.0102,0.0070,0.0069,0.0150,17.6346,1.8090,5.2606,0.1240,127.7713,17.0083,1.2749,-8.1641,-1.2730,-3.5184,1.9014,-1,10.4888,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.60966415677123&dec=27.265250124061218,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=91,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.60966415677123&dec=27.265250124061218&scale=0.2&width=200&height=200
46,SDSS J155841.45+271510.4,1391,52817,92,239.672690,27.252885,0.088457,0.000037,20.1874,18.1514,17.2037,16.7733,16.4298,0.0744,0.0080,0.0057,0.0056,0.0116,17.3532,1.6493,4.5628,0.1225,165.8956,16.5515,-2.0664,4.9892,-2.3987,-2.9725,1.9233,-1,10.6050,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.67269032140968&dec=27.252885346472613,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=92,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.67269032140968&dec=27.252885346472613&scale=0.2&width=200&height=200
47,SDSS J155827.26+271300.4,1391,52817,94,239.613590,27.216772,0.090069,0.000053,21.0422,18.8556,17.8338,17.4018,16.9978,0.1189,0.0122,0.0079,0.0074,0.0146,17.8884,1.2582,3.4918,0.1225,128.3678,17.9611,8.5058,12.8826,-22.0409,6.0231,1.7105,-1,10.4901,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.61358952998063&dec=27.216771560071077,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=94,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.61358952998063&dec=27.216771560071077&scale=0.2&width=200&height=200
48,SDSS J155833.83+271536.7,1391,52817,95,239.640975,27.260197,0.083915,0.000042,20.4155,18.5746,17.6193,17.2204,16.8839,0.0874,0.0102,0.0071,0.0071,0.0159,17.7572,1.6117,4.0596,0.1237,78.7082,13.0659,5.4793,3.7187,2.2831,-2.1603,1.7445,-1,10.3494,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.64097537057785&dec=27.26019694485931,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=95,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.64097537057785&dec=27.26019694485931&scale=0.2&width=200&height=200
49,SDSS J155839.26+271617.9,1391,52817,96,239.663590,27.271646,0.089237,0.000028,19.4526,17.4637,16.4676,16.0285,15.6587,0.0429,0.0054,0.0040,0.0039,0.0071,16.5503,1.8019,5.7043,0.1227,233.9330,11.2373,15.3412,17.9388,-9.4137,-10.1957,1.9626,-1,10.9549,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.66359019216588&dec=27.271645607967077,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=96,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.66359019216588&dec=27.271645607967077&scale=0.2&width=200&height=200
50,SDSS J155839.56+271351.6,1391,52817,97,239.664826,27.231002,0.090275,0.000029,19.6154,17.3501,16.2495,15.7455,15.3330,0.0565,0.0056,0.0039,0.0037,0.0066,16.4744,2.0738,6.5609,0.1231,209.3665,10.5860,26.3583,11.6155,14.5713,49.3254,2.1299,-1,11.2585,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.66482614061073&dec=27.23100196788816,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=97,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.66482614061073&dec=27.23100196788816&scale=0.2&width=200&height=200
51,SDSS J155825.43+271445.0,1391,52817,98,239.605959,27.245828,0.090379,0.000035,20.3776,18.2139,17.1492,16.6890,16.2657,0.0751,0.0076,0.0052,0.0050,0.0094,17.2153,1.4537,4.0212,0.1234,177.1408,12.5273,24.3154,4.1492,6.5292,13.4793,2.0707,2,10.8186,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.60595883908388&dec=27.24582844838573,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=98,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.60595883908388&dec=27.24582844838573&scale=0.2&width=200&height=200
52,SDSS J155823.16+271225.7,1391,52817,99,239.596484,27.207147,0.092194,0.000033,20.1269,18.1070,17.0891,16.6094,16.2316,0.0661,0.0074,0.0051,0.0049,0.0096,17.1744,1.6539,4.5395,0.1211,185.6809,12.7354,-14.7828,7.1529,-5.2607,23.5981,2.1745,-1,10.7809,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.59648413315318&dec=27.207146531642977,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=99,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.59648413315318&dec=27.207146531642977&scale=0.2&width=200&height=200
53,SDSS J155829.19+270412.3,1391,52817,100,239.621609,27.070084,0.173387,0.000053,21.5408,18.6499,17.3856,16.8385,16.4921,0.2314,0.0110,0.0062,0.0058,0.0125,17.4871,1.8312,5.5573,0.1299,205.2276,16.6268,19.6786,10.8967,13.7564,25.3360,2.1724,-1,11.3087,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.62160898410247&dec=27.070083673191085,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=100,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.62160898410247&dec=27.070083673191085&scale=0.2&width=200&height=200
54,SDSS J155820.89+272001.5,1391,52817,102,239.587023,27.333738,0.089530,0.000020,18.5870,16.4945,15.4493,14.9949,14.6257,0.0281,0.0037,0.0028,0.0028,0.0046,15.5618,2.5846,8.3128,0.1205,273.1315,7.7984,92.8892,22.6700,3.2732,-43.3081,2.1347,-1,11.4547,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.58702318299495&dec=27.33373778648747,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=102,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.58702318299495&dec=27.33373778648747&scale=0.2&width=200&height=200
55,SDSS J155819.17+272244.4,1391,52817,103,239.579872,27.379009,0.090419,0.000025,20.0349,18.0863,17.1803,16.7908,16.4580,0.0640,0.0075,0.0055,0.0056,0.0117,17.1784,1.9293,5.7514,0.1172,92.7981,8.0613,8.2612,0.4027,1.5869,1.8882,1.8262,2,10.5513,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5798716921131&dec=27.37900946755563,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=103,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5798716921131&dec=27.37900946755563&scale=0.2&width=200&height=200
56,SDSS J155843.59+272007.0,1391,52817,104,239.681624,27.335271,0.094588,0.000027,19.6423,17.5554,16.5877,16.1473,15.8013,0.0663,0.0067,0.0047,0.0047,0.0099,16.7242,2.7717,8.0498,0.1183,104.1346,9.7208,13.4656,1.9786,-0.0318,5.3798,1.8945,2,10.9437,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.68162374477413&dec=27.335271298157288,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=104,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.68162374477413&dec=27.335271298157288&scale=0.2&width=200&height=200
57,SDSS J155816.71+272053.9,1391,52817,107,239.569619,27.348314,0.090318,0.000033,20.1976,18.1206,17.1078,16.6610,16.2447,0.0780,0.0079,0.0055,0.0054,0.0107,17.1607,2.0232,5.6903,0.1189,152.8260,12.5563,20.6988,3.8838,3.5493,10.4685,2.0673,2,10.7565,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5696190921626&dec=27.348313959678205,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=107,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5696190921626&dec=27.348313959678205&scale=0.2&width=200&height=200
58,SDSS J155826.64+271911.7,1391,52817,108,239.611003,27.319927,0.092656,0.000028,20.1706,18.1000,17.0764,16.6386,16.2639,0.0692,0.0075,0.0052,0.0051,0.0101,17.0954,1.7477,5.7812,0.1226,179.0330,11.2533,0.6985,-3.3069,3.1171,1.6048,2.0941,-1,10.7639,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.61100334476163&dec=27.319927204884056,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=108,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.61100334476163&dec=27.319927204884056&scale=0.2&width=200&height=200
59,SDSS J155810.73+272130.6,1391,52817,109,239.544689,27.358502,0.097167,0.000035,20.2869,18.3382,17.3922,17.0010,16.6665,0.0813,0.0089,0.0063,0.0064,0.0140,17.5844,1.5900,3.9509,0.1178,128.2369,11.9532,5.1659,-1.0805,-2.9192,1.0841,1.9906,-1,10.5331,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.54468875700127&dec=27.358502261437216,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=109,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.54468875700127&dec=27.358502261437216&scale=0.2&width=200&height=200
60,SDSS J155832.10+272434.5,1391,52817,110,239.633760,27.409572,0.088576,0.000018,20.1841,18.6686,17.8514,17.4504,17.1742,0.0704,0.0102,0.0077,0.0080,0.0199,17.8161,1.8829,4.3637,0.1158,61.4136,17.3572,73.6021,14.1119,-1.9811,19.2148,1.4804,2,10.1995,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.63376012665412&dec=27.409572117589324,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=110,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.63376012665412&dec=27.409572117589324&scale=0.2&width=200&height=200
61,SDSS J155841.83+273737.6,1391,52817,111,239.674305,27.627109,0.084485,0.000031,20.3391,18.4259,17.4952,17.0871,16.7358,0.0762,0.0088,0.0061,0.0061,0.0144,17.5887,1.5940,4.2533,0.1254,105.3820,10.9224,10.7693,-0.0195,11.8097,10.1596,2.0068,-1,10.4061,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.6743050191784&dec=27.627108724869142,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=111,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.6743050191784&dec=27.627108724869142&scale=0.2&width=200&height=200
62,SDSS J155818.83+273241.3,1391,52817,112,239.578473,27.544814,0.031675,0.000014,18.1925,16.3808,15.5983,15.2271,14.9381,0.0239,0.0037,0.0030,0.0030,0.0063,15.8016,3.1538,7.9935,0.1125,73.0199,5.1852,11.0279,0.9978,-4.6017,1.3475,1.7344,2,10.1798,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.57847290780808&dec=27.54481354849931,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=112,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.57847290780808&dec=27.54481354849931&scale=0.2&width=200&height=200
63,SDSS J155840.07+273458.3,1391,52817,113,239.666971,27.582871,0.031129,0.000012,17.7421,15.7703,14.8949,14.4685,14.1289,0.0141,0.0027,0.0024,0.0024,0.0036,15.0146,2.0405,6.7432,0.1197,227.3634,5.4474,47.2884,39.9236,29.5963,30.0363,1.9485,-1,10.6142,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.66697089134686&dec=27.582870967546633,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=113,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.66697089134686&dec=27.582870967546633&scale=0.2&width=200&height=200
64,SDSS J155843.67+271858.6,1391,52817,114,239.681973,27.316266,0.064551,0.000025,19.8326,17.8819,16.9570,16.5226,16.1891,0.0643,0.0073,0.0053,0.0053,0.0111,17.1305,1.9551,5.3943,0.1196,62.6451,9.0974,10.5486,4.2853,2.6436,19.4612,1.7941,-1,10.4308,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.68197312867562&dec=27.316265625338396,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=114,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.68197312867562&dec=27.316265625338396&scale=0.2&width=200&height=200
65,SDSS J155843.57+272253.3,1391,52817,115,239.681546,27.381466,0.089302,0.000025,20.6083,18.7550,17.8729,17.3784,17.0132,0.0884,0.0101,0.0073,0.0070,0.0153,17.8565,1.6401,4.1090,0.1162,96.8298,12.5710,51.6183,6.5579,16.1455,47.7593,1.6270,5,10.3966,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.6815462584458&dec=27.381465854245757,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=115,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.6815462584458&dec=27.381465854245757&scale=0.2&width=200&height=200
66,SDSS J155846.15+273826.6,1391,52817,118,239.692285,27.640732,0.084904,0.000031,19.6256,17.6284,16.6588,16.2039,15.8596,0.0537,0.0062,0.0044,0.0043,0.0094,16.8274,2.1918,5.9350,0.1308,170.3123,11.4129,17.8890,8.6476,15.0133,18.2045,1.9929,-1,10.8467,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.69228505260713&dec=27.640732116027525,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=118,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.69228505260713&dec=27.640732116027525&scale=0.2&width=200&height=200
67,SDSS J155821.70+273608.3,1391,52817,119,239.590417,27.602292,0.093808,0.000028,19.7274,17.8108,16.8592,16.4509,16.0992,0.0602,0.0071,0.0050,0.0050,0.0115,17.0060,2.3065,6.4106,0.1144,125.8229,9.8467,10.1042,-4.5407,1.5239,5.5502,2.0681,-1,10.7626,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.59041682807714&dec=27.6022923902308,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=119,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.59041682807714&dec=27.6022923902308&scale=0.2&width=200&height=200
68,SDSS J155815.93+274000.3,1391,52817,120,239.566372,27.666758,0.095640,0.000030,20.1101,18.3574,17.4712,17.0076,16.6333,0.0716,0.0090,0.0065,0.0063,0.0150,17.6231,1.9348,5.4867,0.1125,118.4675,16.8314,43.6587,10.0184,9.8144,28.3756,1.8299,5,10.5884,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.56637227579148&dec=27.666757845977543,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=120,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.56637227579148&dec=27.666757845977543&scale=0.2&width=200&height=200
69,SDSS J155809.54+270325.9,1391,52817,121,239.539761,27.057195,0.067130,0.000012,19.7028,18.3217,17.6039,17.1736,16.8412,0.0516,0.0089,0.0084,0.0072,0.0163,17.6036,2.0757,4.6787,0.1277,120.5081,21.7985,120.7443,25.8360,3.5533,39.2916,1.4393,2,10.0982,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5397606693474&dec=27.05719474606479,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=121,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5397606693474&dec=27.05719474606479&scale=0.2&width=200&height=200
70,SDSS J155821.93+265748.0,1391,52817,122,239.591370,26.963342,0.084645,0.000029,20.4569,18.5819,17.6628,17.2589,16.9300,0.0581,0.0079,0.0059,0.0058,0.0115,17.7083,0.9139,2.4944,0.1319,131.4457,9.9184,3.1503,3.5791,3.3461,1.6944,1.9062,-1,10.3302,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.59137007959532&dec=26.9633416048599,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=122,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.59137007959532&dec=26.9633416048599&scale=0.2&width=200&height=200
71,SDSS J155826.36+265538.7,1391,52817,123,239.609826,26.927420,0.111523,0.000037,20.5516,18.6952,17.7006,17.2496,16.8904,0.0790,0.0089,0.0063,0.0064,0.0134,17.7963,1.1234,3.1859,0.1326,140.2466,12.2085,5.1167,2.0486,-3.5036,-2.7049,2.1585,-1,10.5709,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.60982604818213&dec=26.927419952147293,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=123,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.60982604818213&dec=26.927419952147293&scale=0.2&width=200&height=200
72,SDSS J155756.77+270749.4,1391,52817,124,239.486536,27.130392,0.111710,0.000025,19.3070,17.6972,16.8549,16.4232,16.0836,0.0482,0.0069,0.0052,0.0053,0.0115,16.8934,3.1636,8.2816,0.1125,123.1713,12.3431,60.1789,13.9093,39.5768,47.6666,1.7701,5,10.8701,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.48653563353975&dec=27.130391944268105,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=124,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.48653563353975&dec=27.130391944268105&scale=0.2&width=200&height=200
73,SDSS J155812.78+270827.2,1391,52817,125,239.553240,27.140884,0.083722,0.000020,18.7403,17.0462,16.3020,15.9459,15.6508,0.0264,0.0044,0.0037,0.0037,0.0072,16.3804,1.9661,6.3889,0.1165,140.2019,9.3816,5.1006,1.3385,3.6578,-4.0861,1.6850,-1,10.6531,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5532395453609&dec=27.14088434673844,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=125,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5532395453609&dec=27.14088434673844&scale=0.2&width=200&height=200
74,SDSS J155822.31+270957.4,1391,52817,126,239.592938,27.165957,0.086772,0.000032,20.4355,18.5131,17.5782,17.1400,16.8069,0.0666,0.0082,0.0058,0.0058,0.0117,17.6700,1.0589,2.8670,0.1202,155.9656,10.7971,1.3451,5.0955,4.3739,6.0516,1.9289,-1,10.4182,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5929382076837&dec=27.16595695041084,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=126,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5929382076837&dec=27.16595695041084&scale=0.2&width=200&height=200
75,SDSS J155758.55+271043.4,1391,52817,127,239.493971,27.178716,0.089350,0.000032,20.1244,18.1101,17.1066,16.6482,16.2665,0.0653,0.0073,0.0051,0.0050,0.0097,17.1338,1.7037,5.3699,0.1135,203.5200,12.3597,33.1280,13.0085,1.2670,-25.9540,2.0067,-1,10.7230,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.49397145225925&dec=27.178715806365343,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=127,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.49397145225925&dec=27.178715806365343&scale=0.2&width=200&height=200
