catalog_id,sdss_name,plate,mjd,fiberID,ra_deg,dec_deg,redshift,redshift_err,mag_u,mag_g,mag_r,mag_i,mag_z,magErr_u,magErr_g,magErr_r,magErr_i,magErr_z,petroMag_r,petroR50_arcsec,petroR90_arcsec,extinction_r_mag,velocity_dispersion_kms,velDisp_err_kms,Halpha_flux_1e-17,Hbeta_flux_1e-17,OIII5007_flux_1e-17,NII6584_flux_1e-17,D4000,BPT_class,log_stellar_mass_Msun,sdss_explore_url,sdss_spectrum_fits_url,sdss_image_cutout_url
325,SDSS J155645.54+271736.2,1655,53523,402,239.189755,27.293377,0.087307,0.000019,19.2912,17.4107,16.4818,16.0766,15.7211,0.0394,0.0053,0.0040,0.0040,0.0076,16.5469,2.0693,6.7875,0.1028,155.9041,6.8706,6.1514,5.5187,4.8674,0.1002,2.0694,-1,10.8387,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1897551011914&dec=27.29337722610348,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=402,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1897551011914&dec=27.29337722610348&scale=0.2&width=200&height=200
326,SDSS J155655.78+265534.6,1655,53523,403,239.232427,26.926279,0.083723,0.000011,17.6728,16.4279,15.6560,15.3994,15.0784,0.0317,0.0058,0.0046,0.0062,0.0155,15.9235,7.0581,26.9679,0.1144,68.2018,13.2824,134.9848,33.8305,18.9834,50.6731,1.5813,1,10.4982,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.23242673710573&dec=26.926279223066082,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=403,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.23242673710573&dec=26.926279223066082&scale=0.2&width=200&height=200
327,SDSS J155609.89+270009.3,1655,53523,404,239.041196,27.002589,0.067596,0.000032,19.5636,17.7521,16.9057,16.4801,16.1973,0.0523,0.0073,0.0052,0.0052,0.0119,17.0638,2.3450,7.0605,0.1140,146.6040,13.2064,15.8732,4.6369,6.8853,6.0650,1.9844,2,10.4048,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.04119621299128&dec=27.002589349989346,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=404,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.04119621299128&dec=27.002589349989346&scale=0.2&width=200&height=200
328,SDSS J155629.31+271005.8,1655,53523,405,239.122120,27.168277,0.094816,0.000023,19.5800,17.6468,16.7053,16.2825,15.9408,0.0461,0.0063,0.0044,0.0044,0.0090,16.8006,1.9951,6.1624,0.1067,155.9299,8.3380,8.6436,-1.2140,13.3165,14.1092,2.0436,-1,10.8804,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.12211980605082&dec=27.168277045534833,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=405,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.12211980605082&dec=27.168277045534833&scale=0.2&width=200&height=200
329,SDSS J155637.06+270042.9,1655,53523,406,239.154404,27.011910,0.091185,0.000016,16.9627,15.6805,14.9863,14.5857,14.3065,0.0155,0.0033,0.0028,0.0028,0.0056,15.2791,5.1628,12.0395,0.1150,87.4482,7.0774,215.7609,51.5896,12.5268,85.0910,1.6266,2,11.3152,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.15440395730994&dec=27.011909567938787,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=406,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.15440395730994&dec=27.011909567938787&scale=0.2&width=200&height=200
330,SDSS J155644.09+265756.3,1655,53523,408,239.183724,26.965652,0.083695,0.000019,18.9724,16.9649,15.9560,15.5052,15.1508,0.0328,0.0044,0.0033,0.0035,0.0063,16.0160,2.2990,7.8525,0.1153,290.1306,8.8552,27.3286,25.3443,7.1640,14.9316,2.1017,-1,11.1400,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.18372431713462&dec=26.965651537520063,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=408,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.18372431713462&dec=26.965651537520063&scale=0.2&width=200&height=200
331,SDSS J155656.98+270258.9,1655,53523,410,239.237407,27.049683,0.092128,0.000017,18.7090,16.7111,15.7277,15.2989,14.9536,0.0358,0.0044,0.0032,0.0035,0.0070,15.8474,3.5577,11.3916,0.1125,183.1546,6.4670,7.3676,5.3511,6.0903,16.6253,2.1780,-1,11.2415,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.23740670618997&dec=27.049683060236994,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=410,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.23740670618997&dec=27.049683060236994&scale=0.2&width=200&height=200
332,SDSS J155608.76+264330.9,1655,53523,411,239.036520,26.725247,0.082699,0.000023,19.8298,17.8793,16.9471,16.5262,16.1996,0.0550,0.0068,0.0049,0.0051,0.0102,17.0331,1.9130,5.4218,0.1102,137.0510,7.9645,12.2356,2.0096,10.2342,13.8534,2.0074,-1,10.6112,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.03652044798343&dec=26.725247101350647,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=411,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.03652044798343&dec=26.725247101350647&scale=0.2&width=200&height=200
333,SDSS J155611.53+265650.6,1655,53523,413,239.048043,26.947401,0.091304,0.000020,19.2947,17.3473,16.3739,15.9241,15.5739,0.0393,0.0055,0.0038,0.0038,0.0075,16.4429,2.3893,7.3145,0.1138,166.9733,7.7588,36.1864,11.8061,21.4962,45.6409,2.0540,5,10.9992,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.04804289494507&dec=26.9474011264586,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=413,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.04804289494507&dec=26.9474011264586&scale=0.2&width=200&height=200
334,SDSS J155617.98+264335.1,1655,53523,415,239.074904,26.726410,0.165057,0.000035,20.7251,18.5315,17.2868,16.7830,16.4131,0.0868,0.0087,0.0053,0.0053,0.0097,17.3790,1.2624,3.4770,0.1125,298.6205,14.1424,4.9470,2.8820,2.9888,6.5914,2.1478,-1,11.2704,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.07490422986848&dec=26.726409543016683,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=415,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.07490422986848&dec=26.726409543016683&scale=0.2&width=200&height=200
335,SDSS J155628.14+264847.2,1655,53523,417,239.117240,26.813112,0.082484,0.000017,19.5034,17.5002,16.5483,16.0976,15.7600,0.0410,0.0056,0.0039,0.0039,0.0075,16.6554,1.7700,4.8865,0.1137,155.5409,6.4215,13.7595,8.0353,11.7751,23.4850,2.1225,-1,10.9764,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.117240479947&dec=26.813112435544422,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=417,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.117240479947&dec=26.813112435544422&scale=0.2&width=200&height=200
336,SDSS J155621.78+271301.9,1655,53523,418,239.090752,27.217198,0.088285,0.000021,19.1280,17.1017,16.1475,15.7337,15.3851,0.0440,0.0054,0.0038,0.0039,0.0080,16.2162,3.5639,9.7187,0.1008,189.7920,9.4198,13.4203,3.8510,1.7766,-1.0095,2.1095,-1,11.0343,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.09075228210295&dec=27.21719845949036,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=418,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.09075228210295&dec=27.21719845949036&scale=0.2&width=200&height=200
337,SDSS J155606.45+271344.8,1655,53523,419,239.026874,27.229101,0.093738,0.000026,20.1042,18.1312,17.1657,16.7185,16.3476,0.0607,0.0077,0.0053,0.0052,0.0108,17.2959,1.5996,4.2782,0.1004,141.4531,10.6313,28.5011,2.9675,7.1342,30.1150,1.9616,5,10.6697,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.02687447264128&dec=27.22910059612732,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=419,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.02687447264128&dec=27.22910059612732&scale=0.2&width=200&height=200
338,SDSS J155613.00+265438.8,1655,53523,420,239.054151,26.910786,0.092241,0.000017,19.5679,17.6881,16.8531,16.4643,16.1665,0.0404,0.0060,0.0044,0.0045,0.0094,16.9937,1.5657,4.0962,0.1108,116.6674,7.6061,76.9466,9.8809,15.6504,91.8888,1.8208,5,10.6054,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.05415098135018&dec=26.910786401636045,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=420,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.05415098135018&dec=26.910786401636045&scale=0.2&width=200&height=200
339,SDSS J155722.01+270113.0,1655,53523,441,239.341693,27.020269,0.103173,0.000009,19.5114,18.2935,17.6272,17.1706,16.8587,0.0599,0.0143,0.0101,0.0111,0.0302,17.6475,3.4409,7.2878,0.1093,70.9231,38.8744,167.7840,41.6154,55.7336,40.1327,1.6107,1,10.4561,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.3416926016001&dec=27.020269173286305,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=441,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.3416926016001&dec=27.020269173286305&scale=0.2&width=200&height=200
340,SDSS J155810.84+264453.4,1655,53523,448,239.545168,26.748171,0.086493,0.000028,20.1880,18.5813,17.6900,17.1494,16.7922,0.1100,0.0144,0.0113,0.0101,0.0229,17.7261,3.9561,10.4846,0.1279,47.1118,69.2064,26.7387,6.4701,6.4042,11.9424,1.8627,2,10.5965,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.54516822952644&dec=26.748171223021963,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=448,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.54516822952644&dec=26.748171223021963&scale=0.2&width=200&height=200
341,SDSS J155813.60+265146.9,1655,53523,449,239.556652,26.863021,0.168616,0.000053,20.6546,18.4699,17.2603,16.7166,16.2880,0.1467,0.0131,0.0072,0.0067,0.0145,17.5046,2.3967,6.9863,0.1260,235.2578,18.9852,13.2780,4.7446,5.3866,11.9642,1.8645,-1,11.3416,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.55665196105895&dec=26.86302121349637,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=449,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.55665196105895&dec=26.86302121349637&scale=0.2&width=200&height=200
342,SDSS J155807.58+264709.2,1655,53523,451,239.531586,26.785894,0.062238,0.000009,19.4865,18.0321,17.2934,16.8555,16.5607,0.0396,0.0071,0.0055,0.0054,0.0124,17.2862,1.8983,4.0643,0.1261,74.0333,10.5413,234.8026,53.2586,12.1475,109.9322,1.6250,1,10.1377,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.53158629480495&dec=26.78589361170812,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=451,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.53158629480495&dec=26.78589361170812&scale=0.2&width=200&height=200
343,SDSS J155810.05+264615.9,1655,53523,454,239.541884,26.771091,0.087031,0.000038,20.3175,18.5348,17.6307,17.2217,16.9237,0.0845,0.0105,0.0071,0.0073,0.0181,17.6001,2.2008,4.7342,0.1267,91.4178,13.7039,1.4386,4.8254,-2.2252,1.1446,1.9370,-1,10.3063,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.54188354088924&dec=26.77109095750315,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=454,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.54188354088924&dec=26.77109095750315&scale=0.2&width=200&height=200
344,SDSS J155742.38+270016.9,1655,53523,456,239.426588,27.004698,0.083493,0.000017,18.5574,16.5965,15.6344,15.1693,14.7954,0.0343,0.0040,0.0031,0.0031,0.0058,15.8441,3.2041,8.1032,0.1165,180.6245,6.8740,51.1039,10.6819,15.8230,94.8698,2.0717,5,11.2233,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.42658772642284&dec=27.00469784508446,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=456,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.42658772642284&dec=27.00469784508446&scale=0.2&width=200&height=200
345,SDSS J155718.47+270426.7,1655,53523,457,239.326976,27.074080,0.068313,0.000023,19.6465,17.6560,16.6729,16.2138,15.8597,0.0608,0.0063,0.0045,0.0046,0.0096,16.6547,2.7287,9.2387,0.1071,138.2584,7.9924,5.0207,1.7370,5.7437,3.7980,2.0437,-1,10.6666,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.32697633876882&dec=27.074079852267673,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=457,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.32697633876882&dec=27.074079852267673&scale=0.2&width=200&height=200
346,SDSS J155815.43+271627.5,1655,53523,459,239.564302,27.274304,0.096655,0.000032,20.9402,18.8212,17.8113,17.3748,17.0072,0.1165,0.0109,0.0073,0.0072,0.0155,17.8675,1.4478,3.9697,0.1217,113.9225,12.4965,1.9958,3.9888,5.5743,1.6470,2.1140,-1,10.5234,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.56430175250446&dec=27.27430378400133,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=459,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.56430175250446&dec=27.27430378400133&scale=0.2&width=200&height=200
347,SDSS J155709.49+270248.9,1655,53523,460,239.289537,27.046922,0.102962,0.000021,20.0714,18.5620,17.8013,17.3770,17.0476,0.0781,0.0113,0.0083,0.0100,0.0255,17.8531,2.3491,5.2122,0.1094,50.0364,30.0407,69.3028,14.3093,1.3892,30.3108,1.6149,2,10.3875,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.2895365568953&dec=27.04692164566407,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=460,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.2895365568953&dec=27.04692164566407&scale=0.2&width=200&height=200
348,SDSS J155815.79+265639.5,1655,53523,521,239.565774,26.944316,0.093563,0.000024,19.8940,17.9608,16.9473,16.4974,16.0856,0.0571,0.0065,0.0047,0.0047,0.0091,17.0600,1.5166,4.5088,0.1271,219.0717,10.2442,3.4556,8.9541,-0.1169,2.5632,2.0473,-1,10.8278,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5657743940879&dec=26.944316058264075,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=521,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5657743940879&dec=26.944316058264075&scale=0.2&width=200&height=200
349,SDSS J155818.73+271420.8,1655,53523,523,239.578039,27.239103,0.080580,0.000020,19.3981,17.5630,16.5695,16.1107,15.7238,0.0444,0.0060,0.0043,0.0042,0.0079,15.7095,13.1688,36.6216,0.1215,212.9424,9.2738,68.4106,16.4876,6.3703,35.9703,1.9327,2,10.9203,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5780388022079&dec=27.239103045217433,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=523,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5780388022079&dec=27.239103045217433&scale=0.2&width=200&height=200
350,SDSS J155838.53+264445.4,1655,53523,525,239.660545,26.745945,0.092502,0.000019,19.0515,17.7019,17.1354,16.7756,16.5739,0.0531,0.0153,0.0076,0.0118,0.0304,17.2131,4.0239,7.9029,0.1370,74.7711,20.0172,46.5588,11.5120,5.2098,17.0324,1.6364,2,10.2613,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.66054509605095&dec=26.745945307673033,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=525,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.66054509605095&dec=26.745945307673033&scale=0.2&width=200&height=200
351,SDSS J155824.48+265601.6,1655,53523,529,239.601990,26.933774,0.092756,0.000020,19.3790,17.3354,16.3152,15.8832,15.4947,0.0646,0.0060,0.0042,0.0043,0.0089,16.4577,3.0650,8.9935,0.1313,166.3915,8.1374,3.8008,25.3088,3.6545,-0.1970,2.1323,-1,11.1423,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.6019897880537&dec=26.933773659364302,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=529,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.6019897880537&dec=26.933773659364302&scale=0.2&width=200&height=200
352,SDSS J155926.64+264644.0,1655,53523,561,239.860985,26.778883,0.099325,0.000032,19.8371,17.8620,16.9334,16.4711,16.1034,0.0726,0.0069,0.0050,0.0051,0.0112,16.8362,2.7138,7.1008,0.1473,154.6167,14.4492,30.8497,0.7079,12.6458,28.6353,1.8161,5,10.8022,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.86098547645145&dec=26.77888309046952,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=561,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.86098547645145&dec=26.77888309046952&scale=0.2&width=200&height=200
353,SDSS J155921.76+264359.8,1655,53523,563,239.840682,26.733290,0.089772,0.000008,19.0954,17.6677,16.9584,16.5114,16.2018,0.0436,0.0067,0.0055,0.0064,0.0163,16.9238,3.3058,7.8187,0.1478,70.9355,18.4675,309.6160,60.8249,12.6609,106.7471,1.4500,1,10.5952,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.840681707841&dec=26.73329007135625,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=563,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.840681707841&dec=26.73329007135625&scale=0.2&width=200&height=200
354,SDSS J155917.92+264617.9,1655,53523,566,239.824659,26.771636,0.100264,0.000029,19.9841,18.3080,17.4668,17.0449,16.7187,0.0786,0.0097,0.0073,0.0086,0.0215,17.7344,2.0364,4.5216,0.1497,70.9674,12.2729,29.2517,7.6063,4.2463,15.9484,1.8261,2,10.5018,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.82465857433849&dec=26.771635687386105,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=566,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.82465857433849&dec=26.771635687386105&scale=0.2&width=200&height=200
355,SDSS J155930.72+264616.2,1655,53523,567,239.877983,26.771178,0.101517,0.000025,19.8389,17.7994,16.8045,16.3475,15.9944,0.0663,0.0066,0.0047,0.0048,0.0100,16.8996,2.1387,6.0042,0.1457,203.4045,9.6182,29.0857,8.2134,1.1067,-0.3409,2.0828,-1,10.9195,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.87798281413433&dec=26.771177903074996,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=567,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.87798281413433&dec=26.771177903074996&scale=0.2&width=200&height=200
356,SDSS J155923.05+264558.0,1655,53523,568,239.846056,26.766105,0.090661,0.000017,19.3580,18.1940,17.6552,17.3065,17.1446,0.0500,0.0100,0.0089,0.0132,0.0355,17.6940,2.7864,5.6279,0.1485,29.2219,78.5173,0.0000,37.5046,18.1135,0.0000,1.3809,-1,9.9949,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.84605642539248&dec=26.766105222130793,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=568,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.84605642539248&dec=26.766105222130793&scale=0.2&width=200&height=200
357,SDSS J155934.23+264543.2,1655,53523,569,239.892629,26.762011,0.101306,0.000070,20.4939,19.0075,17.8765,17.2941,16.7376,0.1219,0.0164,0.0089,0.0086,0.0176,17.7537,2.7121,7.6869,0.1433,116.9360,24.7010,7.1163,2.6019,-2.8869,0.4656,2.0086,-1,10.9637,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.8926290862699&dec=26.76201143506469,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=569,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.8926290862699&dec=26.76201143506469&scale=0.2&width=200&height=200
358,SDSS J155907.69+264545.5,1655,53523,570,239.782028,26.762631,0.086055,0.000031,20.6698,18.7473,17.7573,17.2941,16.9106,0.0884,0.0098,0.0068,0.0075,0.0164,17.8468,1.3134,3.4605,0.1497,90.0169,11.9229,24.0747,4.6387,10.1559,7.9714,1.7810,2,10.4261,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.7820275562349&dec=26.762630821308697,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=570,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.7820275562349&dec=26.762630821308697&scale=0.2&width=200&height=200
359,SDSS J155917.13+264429.5,1655,53523,576,239.821367,26.741521,0.099582,0.000026,20.1440,18.2237,17.2074,16.6819,16.2391,0.0800,0.0087,0.0059,0.0063,0.0133,17.3185,2.1982,6.4858,0.1502,144.8816,12.4891,61.7421,8.1581,10.0458,67.2771,1.9365,5,10.9068,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.82136716359807&dec=26.74152131319882,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=576,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.82136716359807&dec=26.74152131319882&scale=0.2&width=200&height=200
360,SDSS J155930.92+265452.1,1655,53523,618,239.878813,26.914481,0.086745,0.000023,19.6060,17.7746,16.8571,16.4334,16.0817,0.0577,0.0069,0.0051,0.0052,0.0107,16.8012,3.4621,9.6228,0.1353,120.5984,8.2885,20.8877,5.8286,11.4949,14.7950,1.9842,5,10.6741,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.87881266010697&dec=26.914481096508723,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=618,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.87881266010697&dec=26.914481096508723&scale=0.2&width=200&height=200
